,meta_pin,meta_year,meta_class,meta_sale_price,char_hd_sf,char_age,char_rooms,char_beds,char_frpl,char_fbath,char_hbath,char_bldg_sf,geo_longitude,geo_latitude
143319,14191100070000,2019.0,206,1375000.0,3720.0,109.0,8.0,4.0,0.0,2.0,0.0,2602.0,-87.68560528335826,41.95161045812932
143320,14191100070000,2013.0,206,1235000.0,3720.0,103.0,8.0,4.0,0.0,2.0,0.0,2602.0,-87.68560528335826,41.95161045812932
143322,14191100120000,2020.0,203,650000.0,3720.0,105.0,7.0,3.0,0.0,1.0,0.0,1519.0,-87.68559154292751,41.95119924284798
143323,14191100170000,2014.0,278,1515000.0,3720.0,6.0,8.0,4.0,2.0,2.0,1.0,3014.0,-87.68557782096475,41.95078802634881
143324,14191100180000,2014.0,278,1582000.0,3720.0,3.0,8.0,4.0,0.0,3.0,1.0,3580.0,-87.68557507030114,41.95070579530604
143325,14191100180000,2017.0,278,1458750.0,3720.0,6.0,8.0,4.0,0.0,3.0,1.0,3580.0,-87.68557507030114,41.95070579530604
143327,14191100240000,2013.0,278,1440000.0,3720.0,2.0,11.0,6.0,3.0,4.0,1.0,3252.0,-87.6850985819522,41.95186566627477
143328,14191100240000,2016.0,278,1625000.0,3720.0,5.0,11.0,6.0,3.0,4.0,1.0,3252.0,-87.6850985819522,41.95186566627477
143329,14191100300000,2015.0,205,725000.0,3720.0,112.0,8.0,4.0,0.0,2.0,0.0,1549.0,-87.68508248399858,41.951371946600865
143330,14191100300000,2018.0,208,1720000.0,3720.0,4.0,9.0,6.0,2.0,4.0,2.0,3818.0,-87.68508248399858,41.951371946600865
143334,14191110020000,2015.0,206,1090000.0,3720.0,105.0,6.0,3.0,1.0,3.0,1.0,2518.0,-87.68440639529406,41.952041320814494
143338,14191110130000,2014.0,206,700000.0,3720.0,116.0,9.0,4.0,0.0,2.0,0.0,2234.0,-87.68437753913365,41.95113621301651
143339,14191110130000,2015.0,206,1850000.0,3720.0,117.0,9.0,4.0,0.0,2.0,0.0,2234.0,-87.68437753913365,41.95113621301651
143340,14191110160000,2017.0,204,950000.0,3720.0,114.0,7.0,3.0,0.0,2.0,0.0,1836.0,-87.68436967580787,41.95088935421019
143343,14191110230000,2016.0,278,1880000.0,3720.0,2.0,9.0,5.0,2.0,3.0,1.0,3326.0,-87.6838892726622,41.95188419181849
143346,14191120050000,2014.0,204,725000.0,3596.0,111.0,7.0,4.0,0.0,1.0,0.0,1816.0,-87.68319210438705,41.951820346094024
143348,14191120120000,2020.0,206,1335000.0,3596.0,117.0,9.0,4.0,0.0,3.0,0.0,2934.0,-87.68317662360393,41.951263773735796
143349,14191120130000,2013.0,206,950000.0,3596.0,109.0,10.0,3.0,0.0,2.0,0.0,2340.0,-87.68317445205997,41.95118430225266
143354,14191120200000,2016.0,203,645000.0,3100.0,112.0,7.0,3.0,0.0,1.0,0.0,1285.0,-87.68268296693968,41.95191569221904
143355,14191120200000,2017.0,278,1555000.0,3100.0,3.0,7.0,3.0,0.0,1.0,0.0,1285.0,-87.68268296693968,41.95191569221904
143360,14191120320000,2016.0,278,1840000.0,3720.0,2.0,8.0,4.0,1.0,3.0,1.0,3281.0,-87.68265611582132,41.95096262727262
143361,14191120350000,2015.0,206,1150000.0,3509.0,107.0,10.0,4.0,1.0,3.0,1.0,2298.0,-87.68308611928904,41.95070571094573
143362,14191120390000,2016.0,278,1475000.0,3630.0,10.0,8.0,3.0,2.0,3.0,1.0,3528.0,-87.68266045422399,41.95071154473466
143363,14191120390000,2020.0,278,1550000.0,3630.0,14.0,8.0,3.0,2.0,3.0,1.0,3528.0,-87.68266045422399,41.95071154473466
143364,14191130020000,2019.0,206,875000.0,3472.0,127.0,9.0,4.0,0.0,3.0,2.0,2228.0,-87.68198972030741,41.95205819470176
143373,14191130200000,2016.0,278,1795000.0,3720.0,5.0,10.0,5.0,1.0,3.0,1.0,3170.0,-87.6814678432666,41.951815469555605
143375,14191130270000,2016.0,206,2085738.0,4340.0,118.0,8.0,4.0,1.0,2.0,1.0,3108.0,-87.68145071234605,41.951191338549215
143377,14191130320000,2016.0,206,1200000.0,5445.0,108.0,9.0,4.0,0.0,2.0,2.0,3084.0,-87.68188810233423,41.9507220251338
143378,14191140040000,2014.0,278,1830000.0,4340.0,3.0,8.0,4.0,0.0,3.0,1.0,3446.0,-87.68077054159835,41.9518732529468
143380,14191140070000,2019.0,278,2100000.0,4340.0,5.0,8.0,4.0,2.0,4.0,1.0,3448.0,-87.68076264942854,41.95158505268851
143382,14191140110000,2015.0,204,775000.0,4340.0,112.0,6.0,3.0,0.0,1.0,1.0,2048.0,-87.68075227146302,41.95120105006009
143383,14191140130000,2013.0,208,1990000.0,4960.0,7.0,9.0,4.0,3.0,4.0,1.0,4105.0,-87.68074681621262,41.951002132904875
143384,14191140140000,2019.0,206,1640000.0,7661.0,117.0,8.0,5.0,2.0,2.0,2.0,2604.0,-87.680262965407,41.952136127185845
143385,14191140160000,2015.0,205,860000.0,3720.0,107.0,6.0,4.0,0.0,2.0,0.0,1652.0,-87.68025756563166,41.95194132936561
143386,14191140160000,2019.0,205,845000.0,3720.0,111.0,6.0,4.0,0.0,2.0,0.0,1652.0,-87.68025756563166,41.95194132936561
143388,14191140190000,2013.0,205,680750.0,3410.0,103.0,6.0,3.0,0.0,2.0,0.0,1476.0,-87.68025114024836,41.951704769757285
143391,14191140230000,2018.0,206,1080000.0,3100.0,125.0,8.0,4.0,0.0,2.0,1.0,3492.0,-87.68024283363232,41.951399523366234
143395,14191140300000,2017.0,205,675000.0,3630.0,114.0,10.0,4.0,0.0,1.0,1.0,1802.0,-87.68070212528333,41.9507382099734
143398,14191150080000,2014.0,208,2335000.0,4340.0,7.0,10.0,5.0,2.0,4.0,1.0,4600.0,-87.67954410524727,41.95139500933819
143407,14191150360000,2013.0,206,1080000.0,3720.0,106.0,9.0,4.0,3.0,3.0,1.0,2832.0,-87.67953622972286,41.95111338125758
143411,14191160260000,2020.0,278,1849000.0,3720.0,3.0,10.0,6.0,0.0,4.0,2.0,3264.0,-87.68749355043958,41.94959391241463
143412,14191160270000,2018.0,206,1350000.0,3720.0,106.0,8.0,5.0,1.0,4.0,1.0,3098.0,-87.68749085148964,41.94951162593251
143414,14191160280000,2015.0,278,1950000.0,3720.0,1.0,10.0,5.0,2.0,4.0,1.0,3248.0,-87.68748815455413,41.949429311928355
143416,14191160300000,2020.0,278,1625000.0,3720.0,3.0,10.0,5.0,2.0,4.0,1.0,3039.0,-87.68748277502064,41.9492647097613
143417,14191160350000,2016.0,206,1210000.0,3720.0,103.0,8.0,4.0,0.0,3.0,0.0,2454.0,-87.68746930282346,41.94885322250959
143419,14191180060000,2019.0,206,1353000.0,3720.0,105.0,9.0,4.0,0.0,3.0,1.0,2895.0,-87.6855838582184,41.94987083994741
143423,14191180100000,2016.0,278,1555000.0,3720.0,2.0,10.0,5.0,2.0,4.0,1.0,3248.0,-87.68557367525345,41.94954230105739
143425,14191180140000,2018.0,206,1418175.0,3720.0,105.0,10.0,5.0,0.0,5.0,1.0,3017.0,-87.68556349257457,41.94921376248797
143433,14191180380000,2018.0,206,1100000.0,3720.0,102.0,12.0,6.0,0.0,3.0,0.0,3200.0,-87.6850326066925,41.94889345225961
143434,14191180390000,2015.0,206,1345000.0,3720.0,102.0,7.0,3.0,0.0,3.0,1.0,3190.0,-87.68503051826882,41.948811481609596
143436,14191190010000,2015.0,278,1817500.0,3620.0,1.0,7.0,4.0,2.0,4.0,2.0,3242.0,-87.68436486900058,41.950299953449324
143438,14191190020000,2016.0,205,725000.0,3720.0,93.0,7.0,4.0,0.0,2.0,0.0,2123.0,-87.68436305566178,41.950218932813776
143439,14191190020000,2017.0,205,760000.0,3720.0,94.0,7.0,4.0,0.0,2.0,0.0,2123.0,-87.68436305566178,41.950218932813776
143442,14191190100000,2018.0,206,1150100.0,3720.0,105.0,7.0,4.0,3.0,3.0,1.0,3180.0,-87.68434735677587,41.94956182563644
143443,14191190100000,2019.0,206,1275000.0,3720.0,106.0,7.0,4.0,3.0,3.0,1.0,3180.0,-87.68434735677587,41.94956182563644
143449,14191190330000,2016.0,278,1490000.0,3720.0,9.0,10.0,6.0,2.0,3.0,1.0,3008.0,-87.68382786429073,41.949323515681364
143451,14191200040000,2019.0,278,1275000.0,3750.0,12.0,8.0,4.0,2.0,3.0,1.0,3046.0,-87.68300232526366,41.95018852374326
143452,14191200180000,2013.0,206,1350000.0,3125.0,115.0,8.0,4.0,0.0,2.0,1.0,2374.0,-87.68159851906512,41.950207334732525
143455,14191200200000,2018.0,206,1395000.0,3125.0,120.0,10.0,4.0,0.0,2.0,0.0,3054.0,-87.68141505535051,41.95020980533697
143457,14191200350000,2016.0,278,1270000.0,3750.0,11.0,9.0,5.0,3.0,3.0,2.0,3396.0,-87.68203876583748,41.94981421122192
143459,14191200360000,2014.0,278,1648000.0,3750.0,3.0,8.0,4.0,1.0,1.0,0.0,3503.0,-87.68192754725251,41.949815732000154
143460,14191210030000,2015.0,205,645000.0,3125.0,117.0,8.0,4.0,0.0,2.0,0.0,1704.0,-87.68063185778573,41.95022068289577
143461,14191210030000,2016.0,278,1472500.0,3125.0,2.0,8.0,4.0,2.0,4.0,2.0,2564.0,-87.68063185778573,41.95022068289577
143462,14191210030000,2020.0,278,1350000.0,3125.0,6.0,8.0,4.0,2.0,4.0,2.0,2564.0,-87.68063185778573,41.95022068289577
143463,14191210100000,2015.0,205,770000.0,3125.0,114.0,7.0,4.0,0.0,1.0,0.0,1768.0,-87.67980491030781,41.9502321550115
143464,14191210140000,2014.0,205,770000.0,3125.0,116.0,7.0,4.0,0.0,2.0,0.0,1947.0,-87.6794373570759,41.950237251889746
143468,14191210280000,2014.0,205,950000.0,3750.0,114.0,7.0,4.0,0.0,1.0,1.0,1632.0,-87.68011611846774,41.949840694774245
143469,14191210320000,2020.0,205,950000.0,3750.0,120.0,7.0,4.0,0.0,1.0,1.0,1706.0,-87.67967507367268,41.9498467869926
143470,14191210360000,2013.0,206,1579775.0,4125.0,112.0,10.0,4.0,1.0,2.0,1.0,2882.0,-87.67919807034863,41.9498533731947
143471,14191210360000,2020.0,206,1350000.0,4125.0,119.0,10.0,4.0,1.0,2.0,1.0,2882.0,-87.67919807034863,41.9498533731947
143478,14191220070000,2016.0,278,1130000.0,3125.0,14.0,8.0,4.0,3.0,3.0,1.0,2284.0,-87.68267764875188,41.94928115044501
143479,14191220100000,2016.0,278,1190000.0,3125.0,17.0,9.0,4.0,1.0,2.0,1.0,2400.0,-87.68240201809391,41.94928489810267
143480,14191220120000,2019.0,205,786000.0,3125.0,121.0,7.0,3.0,0.0,1.0,1.0,1800.0,-87.68221888208966,41.949287904898604
143481,14191220120000,2013.0,205,650000.0,3125.0,115.0,7.0,3.0,0.0,1.0,1.0,1800.0,-87.68221888208966,41.949287904898604
143482,14191220130000,2013.0,203,690000.0,3125.0,115.0,8.0,4.0,0.0,1.0,0.0,1762.0,-87.68212638540969,41.949288630634
143483,14191220130000,2020.0,203,865000.0,3125.0,122.0,8.0,4.0,0.0,1.0,0.0,1762.0,-87.68212638540969,41.949288630634
143484,14191220140000,2014.0,278,1550000.0,3125.0,8.0,9.0,4.0,3.0,3.0,1.0,2868.0,-87.68203446994498,41.94928988022126
143485,14191220180000,2019.0,208,1715000.0,3750.0,8.0,9.0,5.0,2.0,4.0,1.0,4172.0,-87.68160251123831,41.94929573007626
143486,14191220190000,2014.0,203,1015000.0,3750.0,116.0,8.0,4.0,0.0,1.0,0.0,1779.0,-87.68149228758757,41.949297208393574
143487,14191220190000,2017.0,203,1150000.0,3750.0,119.0,8.0,4.0,0.0,1.0,0.0,1779.0,-87.68149228758757,41.949297208393574
143488,14191220200000,2015.0,202,700000.0,4500.0,117.0,5.0,2.0,0.0,1.0,0.0,864.0,-87.68137099588046,41.949298854131314
143489,14191220220000,2018.0,205,1060000.0,2768.0,112.0,7.0,4.0,0.0,2.0,1.0,1632.0,-87.68330683656283,41.94888579952492
143490,14191220240000,2016.0,202,795000.0,4125.0,113.0,4.0,2.0,0.0,1.0,0.0,792.0,-87.68311346697915,41.948888345130854
143491,14191220250000,2016.0,208,2365000.0,4250.0,5.0,14.0,7.0,2.0,4.0,1.0,4255.0,-87.68299030330407,41.94888998541629
143494,14191220270000,2020.0,278,1580000.0,3125.0,3.0,7.0,4.0,1.0,4.0,1.0,2605.0,-87.68276066715076,41.94889304006721
143495,14191220290000,2017.0,206,1150000.0,3125.0,109.0,11.0,5.0,0.0,2.0,0.0,2302.0,-87.68257687717535,41.94889548363724
143496,14191220290000,2020.0,206,1307500.0,3125.0,112.0,11.0,5.0,0.0,2.0,0.0,2302.0,-87.68257687717535,41.94889548363724
143498,14191220300000,2017.0,206,977500.0,3125.0,109.0,7.0,4.0,0.0,4.0,0.0,2348.0,-87.68248500195227,41.948896704401875
143499,14191220480000,2017.0,203,587500.0,2671.0,114.0,6.0,3.0,0.0,1.0,1.0,1542.0,-87.68125106296614,41.94900782010095
143500,14191230030000,2015.0,205,760000.0,3752.0,117.0,7.0,4.0,0.0,2.0,0.0,1826.0,-87.68054314289797,41.94931023717261
143501,14191230040000,2020.0,205,1110000.0,4690.0,122.0,7.0,4.0,1.0,1.0,0.0,2003.0,-87.68041905661573,41.94931196090659
143502,14191230050000,2018.0,206,1500000.0,3752.0,117.0,9.0,4.0,0.0,2.0,2.0,2938.0,-87.68029497397701,41.94931368363584
143503,14191230080000,2015.0,206,1550000.0,3752.0,117.0,9.0,4.0,0.0,2.0,0.0,2258.0,-87.6799365058416,41.94931860094567
143504,14191230100000,2019.0,205,947000.0,3752.0,118.0,7.0,4.0,0.0,2.0,0.0,1800.0,-87.67971591302447,41.949321640124104
143505,14191230120000,2018.0,204,710000.0,3125.0,120.0,7.0,3.0,1.0,3.0,0.0,1956.0,-87.67950449043893,41.94932455713382
143506,14191230130000,2016.0,205,849990.0,3125.0,109.0,7.0,4.0,0.0,2.0,1.0,1560.0,-87.67941242622435,41.94932572540598
143507,14191230130000,2019.0,205,900000.0,3125.0,112.0,7.0,4.0,0.0,2.0,1.0,1560.0,-87.67941242622435,41.94932572540598
143508,14191230170000,2019.0,203,882000.0,4125.0,108.0,5.0,2.0,0.0,1.0,0.0,1773.0,-87.67894195611525,41.9493323240804
143509,14191230180000,2016.0,205,926000.0,4625.0,106.0,7.0,4.0,0.0,2.0,1.0,1644.0,-87.67881331050727,41.949334102963626
143512,14191230230000,2013.0,203,725000.0,4687.0,83.0,6.0,3.0,0.0,1.0,0.0,1491.0,-87.68029804666975,41.94892607672596
143513,14191230230000,2015.0,278,2147000.0,4687.0,1.0,7.0,4.0,0.0,3.0,1.0,3055.0,-87.68029804666975,41.94892607672596
143514,14191230240000,2013.0,278,1895000.0,4687.0,2.0,12.0,6.0,0.0,3.0,1.0,3366.0,-87.68016028452125,41.94892796938888
143515,14191230290000,2014.0,205,1100000.0,3578.0,105.0,9.0,5.0,0.0,2.0,0.0,2200.0,-87.67961795807483,41.94893541044061
143524,14191240220000,2020.0,278,1760000.0,3720.0,3.0,10.0,5.0,2.0,4.0,1.0,2997.0,-87.6874314897291,41.94768680890874
143525,14191240260000,2017.0,206,950100.0,3710.0,101.0,12.0,5.0,0.0,3.0,0.0,3208.0,-87.68741719601441,41.94727546290689
143526,14191250020000,2013.0,206,1250000.0,3720.0,100.0,12.0,6.0,0.0,5.0,3.0,3160.0,-87.68675466319728,41.948356701731335
143528,14191250040000,2017.0,206,1245858.0,3720.0,113.0,12.0,6.0,0.0,3.0,1.0,3096.0,-87.68674930443501,41.948192183148365
143530,14191250050000,2016.0,278,1825000.0,3720.0,2.0,9.0,5.0,2.0,3.0,1.0,3336.0,-87.68674664282122,41.94810995158093
143531,14191250080000,2013.0,206,1299000.0,3720.0,99.0,10.0,4.0,0.0,2.0,2.0,2927.0,-87.68673862412315,41.94786317405469
143532,14191250170000,2016.0,206,1215000.0,3720.0,91.0,10.0,5.0,0.0,3.0,1.0,2814.0,-87.68623866850714,41.948365156960904
143539,14191260030000,2018.0,205,1075000.0,3720.0,102.0,10.0,4.0,0.0,3.0,2.0,2134.0,-87.68553786545053,41.94829520525206
143541,14191260180000,2016.0,206,1270000.0,3720.0,108.0,11.0,4.0,0.0,2.0,0.0,2828.0,-87.68502462463861,41.94830363660369
143545,14191260250000,2013.0,206,1125000.0,3720.0,103.0,8.0,4.0,0.0,2.0,1.0,2604.0,-87.68500500249836,41.947727900370595
143546,14191260300000,2018.0,206,1057500.0,3720.0,102.0,8.0,4.0,1.0,3.0,1.0,2332.0,-87.68499099176805,41.94731665467435
143549,14191270080000,2013.0,206,1300000.0,3720.0,90.0,10.0,5.0,1.0,3.0,1.0,3477.0,-87.68431044963367,41.947902000835995
143550,14191270100000,2014.0,206,1300000.0,3720.0,106.0,8.0,4.0,1.0,2.0,1.0,2742.0,-87.68430478811976,41.94773728995296
143551,14191270110000,2014.0,206,1085000.0,3720.0,106.0,8.0,4.0,0.0,4.0,0.0,2514.0,-87.68430194706657,41.94765494730609
143553,14191270120000,2019.0,206,1475000.0,3720.0,106.0,8.0,4.0,0.0,2.0,0.0,3032.0,-87.68429915093037,41.94757259191921
143558,14191270280000,2018.0,278,1750000.0,3720.0,4.0,10.0,4.0,2.0,4.0,1.0,3237.0,-87.68378058170387,41.94749704745522
143731,14192110150000,2017.0,205,875000.0,3125.0,119.0,7.0,3.0,0.0,2.0,1.0,1889.0,-87.67752600651252,41.9511743344018
143733,14192110200000,2015.0,278,1655000.0,4125.0,4.0,14.0,7.0,2.0,5.0,2.0,3298.0,-87.6777770251997,41.95078403510479
143734,14192110230000,2013.0,206,999000.0,3125.0,105.0,11.0,5.0,1.0,3.0,0.0,2337.0,-87.67742417773538,41.950788505512584
143735,14192110230000,2016.0,206,500000.0,3125.0,108.0,11.0,5.0,1.0,3.0,0.0,2337.0,-87.67742417773538,41.950788505512584
143736,14192110240000,2018.0,205,680000.0,3125.0,110.0,6.0,3.0,0.0,1.0,0.0,1428.0,-87.67733228095693,41.95078976542428
143740,14192110360000,2017.0,278,1085000.0,3123.0,14.0,8.0,5.0,1.0,3.0,1.0,2660.0,-87.67784767265856,41.95117019244589
143741,14192110370000,2014.0,278,1212000.0,3126.0,11.0,8.0,4.0,1.0,3.0,0.0,2572.0,-87.67775573614168,41.95117135208781
143826,14192170150000,2014.0,205,605000.0,3250.0,117.0,6.0,3.0,0.0,2.0,1.0,2051.0,-87.67748352344881,41.950263963806606
143827,14192170150000,2016.0,278,1500000.0,3250.0,2.0,6.0,3.0,0.0,2.0,1.0,2747.0,-87.67748352344881,41.950263963806606
143828,14192170150000,2019.0,278,1550000.0,3250.0,5.0,6.0,3.0,0.0,2.0,1.0,2747.0,-87.67748352344881,41.950263963806606
143831,14192170270000,2013.0,205,676000.0,3780.0,115.0,8.0,3.0,0.0,1.0,1.0,1408.0,-87.67783270425167,41.94987233557707
143833,14192170340000,2017.0,206,1050000.0,3750.0,119.0,9.0,4.0,0.0,2.0,1.0,2240.0,-87.6770609542367,41.949882345026715
143834,14192170350000,2019.0,206,1270000.0,3780.0,95.0,9.0,5.0,0.0,3.0,0.0,3032.0,-87.67695071026807,41.94988374092097
143837,14192170380000,2020.0,278,2075000.0,3780.0,6.0,8.0,4.0,2.0,2.0,1.0,3304.0,-87.67661996650402,41.94988800976471
143838,14192170430000,2015.0,295,710000.0,1200.0,17.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67676897242167,41.950377263584244
143839,14192170440000,2015.0,295,752000.0,1205.0,17.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.67676835936622,41.95035243839986
143840,14192170450000,2018.0,295,750000.0,1281.0,20.0,6.0,3.0,0.0,1.0,1.0,2286.0,-87.6767087972039,41.95036550753782
143845,14192180260000,2015.0,278,1675000.0,3750.0,1.0,7.0,3.0,0.0,2.0,1.0,3160.0,-87.67769905780402,41.94896141875969
143846,14192180270000,2016.0,206,1200000.0,3750.0,108.0,11.0,4.0,0.0,2.0,1.0,2896.0,-87.6775888734363,41.94896288853023
143847,14192180290000,2016.0,205,695000.0,3750.0,118.0,8.0,4.0,0.0,1.0,1.0,1938.0,-87.67736857494045,41.94896582837606
143848,14192180290000,2018.0,278,1825000.0,3750.0,4.0,8.0,5.0,1.0,4.0,1.0,3161.0,-87.67736857494045,41.94896582837606
143849,14192180330000,2019.0,205,725000.0,3750.0,115.0,11.0,4.0,0.0,2.0,0.0,2160.0,-87.6769279042879,41.94897170726947
144014,14193010190000,2019.0,206,1212500.0,3720.0,106.0,12.0,4.0,0.0,3.0,1.0,2592.0,-87.68665486783617,41.94538911090637
144017,14193010330000,2016.0,278,1700000.0,3720.0,2.0,9.0,4.0,1.0,3.0,1.0,3384.0,-87.68614498622777,41.94547952707753
144018,14193010330000,2019.0,278,1765000.0,3720.0,5.0,9.0,4.0,1.0,3.0,1.0,3384.0,-87.68614498622777,41.94547952707753
144019,14193010360000,2013.0,206,1315000.0,3720.0,95.0,10.0,4.0,2.0,2.0,1.0,2752.0,-87.68613686888423,41.94523290024103
144025,14193020270000,2013.0,278,1645000.0,3720.0,2.0,8.0,4.0,3.0,3.0,1.0,3320.0,-87.68495005329872,41.94607522144846
144026,14193020270000,2015.0,278,1815000.0,3720.0,4.0,8.0,4.0,3.0,3.0,1.0,3320.0,-87.68495005329872,41.94607522144846
